l1x,l1y,l2x,l2y,l3x,l3y,l4x,l4y,l5x,l5y,l6x,l6y,l7x,l7y,l8x,l8y,l9x,l9y,l10x,l10y,l11x,l11y,l12x,l12y,l13x,l13y,l14x,l14y,l15x,l15y,l16x,l16y,l17x,l17y,l18x,l18y,l19x,l19y,l20x,l20y,l21x,l21y,l22x,l22y,l23x,l23y,l24x,l24y,l25x,l25y,l26x,l26y,l27x,l27y,l28x,l28y,l29x,l29y,l30x,l30y
0,0,0.22845275181723784,0,0.22845275181723784,0,0.2907580477673936,0,0.2907580477673936,0,0.33229491173416414,0,0.33229491173416414,0,0.6853582554517135,0,0.6853582554517135,0,0.7684319833852545,0,0.8924702822317109,0,0.8929894930312955,0,0.8942674483028611,0,0.8947866591024457,0,0.9405870046746153,0,0.9411062154741999,0,1.0121735148390645,0,1.012692725638649,0,1.0279078993680064,0,1.028427110167591,0,1.0848081951922985,0,1.1055766271756837,0,1.1055766271756837,0,1.1678819231258395,0,1.1678819231258395,0,1.2509556510593804,0,1.2509556510593804,0,1.3132609470095362,0,1.3797103807801343,0,1.380229591579719,0
0,0.022027540143647925,0.22845275181723784,0.022027540143647925,0.22845275181723784,0.022027540143647925,0.2907580477673936,0.022027540143647925,0.2907580477673936,0.022027540143647925,0.33229491173416414,0.022027540143647925,0.33229491173416414,0.022027540143647925,0.6853582554517135,0.022027540143647925,0.6853582554517135,0.022027540143647925,0.7684319833852545,0.022027540143647925,0.8924702822317109,0.022027540143647925,0.8929894930312955,0.022027540143647925,0.8942674483028611,0.022027540143647925,0.8947866591024457,0.022027540143647925,0.9405870046746153,0.022027540143647925,0.9411062154741999,0.022027540143647925,1.0121735148390645,0.022027540143647925,1.012692725638649,0.022027540143647925,1.0279078993680064,0.022027540143647925,1.028427110167591,0.022027540143647925,1.0848081951922985,0.022027540143647925,1.1055766271756837,0.022027540143647925,1.1055766271756837,0.022027540143647925,1.1678819231258395,0.022027540143647925,1.1678819231258395,0.022027540143647925,1.2509556510593804,0.022027540143647925,1.2509556510593804,0.022027540143647925,1.3132609470095362,0.022027540143647925,1.3797103807801343,0.022027540143647925,1.380229591579719,0.022027540143647925
0,0.022027540143647925,0.10223642172523964,0.022027540143647925,0.1262163300919982,0.022027540143647925,0.22845275181723784,0.022027540143647925,0.22845275181723784,0.022027540143647925,0.3562482789737874,0.022027540143647925,0.3562482789737874,0.022027540143647925,0.7396348604434361,0.022027540143647925,0.7396348604434361,0.022027540143647925,0.8929894930312955,0.022027540143647925,0.8929894930312955,0.022027540143647925,0.8936284706670783,0.022027540143647925,0.8936284706670783,0.022027540143647925,0.8942674483028611,0.022027540143647925,0.9411062154741999,0.022027540143647925,0.9666653209055098,0.022027540143647925,1.0115345372032818,0.022027540143647925,1.0121735148390645,0.022027540143647925,1.0272689217322237,0.022027540143647925,1.0279078993680064,0.022027540143647925,1.0592490897609887,0.022027540143647925,1.0848081951922988,0.022027540143647925,1.1678819231258397,0.022027540143647925,1.1934410285571497,0.022027540143647925,1.2177733727707996,0.022027540143647925,1.2433324782021096,0.022027540143647925,1.2954577874577753,0.022027540143647925,1.3210168928890853,0.022027540143647925,1.379590613943937,0.022027540143647925,1.3802295915797196,0.022027540143647925
0,0.039926346127453216,0.10223642172523964,0.039926346127453216,0.1262163300919982,0.039926346127453216,0.22845275181723784,0.039926346127453216,0.22845275181723784,0.039926346127453216,0.3562482789737874,0.039926346127453216,0.3562482789737874,0.039926346127453216,0.7396348604434361,0.039926346127453216,0.7396348604434361,0.039926346127453216,0.8929894930312955,0.039926346127453216,0.8929894930312955,0.039926346127453216,0.8936284706670783,0.039926346127453216,0.8936284706670783,0.039926346127453216,0.8942674483028611,0.039926346127453216,0.9411062154741999,0.039926346127453216,0.9666653209055098,0.039926346127453216,1.0115345372032818,0.039926346127453216,1.0121735148390645,0.039926346127453216,1.0272689217322237,0.039926346127453216,1.0279078993680064,0.039926346127453216,1.0592490897609887,0.039926346127453216,1.0848081951922988,0.039926346127453216,1.1678819231258397,0.039926346127453216,1.1934410285571497,0.039926346127453216,1.2177733727707996,0.039926346127453216,1.2433324782021096,0.039926346127453216,1.2954577874577753,0.039926346127453216,1.3210168928890853,0.039926346127453216,1.379590613943937,0.039926346127453216,1.3802295915797196,0.039926346127453216
0,0.039926346127453216,0.07121661721068251,0.039926346127453216,0.11129953567383984,0.039926346127453216,0.1587772804809615,0.039926346127453216,0.1587772804809615,0.039926346127453216,0.22999389769164402,0.039926346127453216,0.22999389769164402,0.039926346127453216,0.46738262172725237,0.039926346127453216,0.46738262172725237,0.039926346127453216,0.7522490905699823,0.039926346127453216,0.8923960212212063,0.039926346127453216,0.8929894930312954,0.039926346127453216,0.8930349988569891,0.039926346127453216,0.8936284706670782,0.039926346127453216,0.8936284706670782,0.039926346127453216,0.9411062154741998,0.039926346127453216,1.0109410653931925,0.039926346127453216,1.0115345372032816,0.039926346127453216,1.0266754499221344,0.039926346127453216,1.0272689217322235,0.039926346127453216,1.0272689217322235,0.039926346127453216,1.1934410285571493,0.039926346127453216,1.1934410285571493,0.039926346127453216,1.21717990096071,0.039926346127453216,1.21717990096071,0.039926346127453216,1.2177733727707991,0.039926346127453216,1.2717189150542139,0.039926346127453216,1.2954577874577746,0.039926346127453216,1.3564907191761582,0.039926346127453216,1.380229591579719,0.039926346127453216
0,0.059197584518962426,0.07121661721068251,0.059197584518962426,0.11129953567383984,0.059197584518962426,0.1587772804809615,0.059197584518962426,0.1587772804809615,0.059197584518962426,0.22999389769164402,0.059197584518962426,0.22999389769164402,0.059197584518962426,0.46738262172725237,0.059197584518962426,0.46738262172725237,0.059197584518962426,0.7522490905699823,0.059197584518962426,0.8923960212212063,0.059197584518962426,0.8929894930312954,0.059197584518962426,0.8930349988569891,0.059197584518962426,0.8936284706670782,0.059197584518962426,0.8936284706670782,0.059197584518962426,0.9411062154741998,0.059197584518962426,1.0109410653931925,0.059197584518962426,1.0115345372032816,0.059197584518962426,1.0266754499221344,0.059197584518962426,1.0272689217322235,0.059197584518962426,1.0272689217322235,0.059197584518962426,1.1934410285571493,0.059197584518962426,1.1934410285571493,0.059197584518962426,1.21717990096071,0.059197584518962426,1.21717990096071,0.059197584518962426,1.2177733727707991,0.059197584518962426,1.2717189150542139,0.059197584518962426,1.2954577874577746,0.059197584518962426,1.3564907191761582,0.059197584518962426,1.380229591579719,0.059197584518962426
0,0.059197584518962426,0.1174168297455969,0.059197584518962426,0.15171601119457945,0.059197584518962426,0.22999389769164405,0.059197584518962426,0.22999389769164405,0.059197584518962426,0.3669801990615071,0.059197584518962426,0.3669801990615071,0.059197584518962426,0.6605222734254994,0.059197584518962426,0.6605222734254994,0.059197584518962426,0.738800159922564,0.059197584518962426,0.8919067844305999,0.059197584518962426,0.8923960212212065,0.059197584518962426,0.8925457620663827,0.059197584518962426,0.8930349988569893,0.059197584518962426,0.8930349988569893,0.059197584518962426,1.0104518286025863,0.059197584518962426,1.0104518286025863,0.059197584518962426,1.010941065393193,0.059197584518962426,1.0261862131315282,0.059197584518962426,1.0266754499221349,0.059197584518962426,1.0266754499221349,0.059197584518962426,1.0462449215464011,0.059197584518962426,1.1347326136843514,0.059197584518962426,1.19344102855715,0.059197584518962426,1.19344102855715,0.059197584518962426,1.2521494434299485,0.059197584518962426,1.2521494434299485,0.059197584518962426,1.2717189150542147,0.059197584518962426,1.3606601199554536,0.059197584518962426,1.3802295915797198,0.059197584518962426
0,0.08257468319685253,0.1174168297455969,0.08257468319685253,0.15171601119457945,0.08257468319685253,0.22999389769164405,0.08257468319685253,0.22999389769164405,0.08257468319685253,0.3669801990615071,0.08257468319685253,0.3669801990615071,0.08257468319685253,0.6605222734254994,0.08257468319685253,0.6605222734254994,0.08257468319685253,0.738800159922564,0.08257468319685253,0.8919067844305999,0.08257468319685253,0.8923960212212065,0.08257468319685253,0.8925457620663827,0.08257468319685253,0.8930349988569893,0.08257468319685253,0.8930349988569893,0.08257468319685253,1.0104518286025863,0.08257468319685253,1.0104518286025863,0.08257468319685253,1.010941065393193,0.08257468319685253,1.0261862131315282,0.08257468319685253,1.0266754499221349,0.08257468319685253,1.0266754499221349,0.08257468319685253,1.0462449215464011,0.08257468319685253,1.1347326136843514,0.08257468319685253,1.19344102855715,0.08257468319685253,1.19344102855715,0.08257468319685253,1.2521494434299485,0.08257468319685253,1.2521494434299485,0.08257468319685253,1.2717189150542147,0.08257468319685253,1.3606601199554536,0.08257468319685253,1.3802295915797198,0.08257468319685253
0,0.08257468319685253,0.09216589861751154,0.08257468319685253,0.09216589861751154,0.08257468319685253,0.21505376344086025,0.08257468319685253,0.21505376344086025,0.08257468319685253,0.36866359447004615,0.08257468319685253,0.36866359447004615,0.08257468319685253,0.5222734254992321,0.08257468319685253,0.5222734254992321,0.08257468319685253,0.6605222734254994,0.08257468319685253,0.8915227598530269,0.08257468319685253,0.8919067844305998,0.08257468319685253,0.8921617374888097,0.08257468319685253,0.8925457620663826,0.08257468319685253,0.8926509742794163,0.08257468319685253,0.8930349988569892,0.08257468319685253,1.010067804025013,0.08257468319685253,1.010451828602586,0.08257468319685253,1.0259431854075167,0.08257468319685253,1.0413041685104354,0.08257468319685253,1.0413041685104354,0.08257468319685253,1.0873871178191912,0.08257468319685253,1.0873871178191912,0.08257468319685253,1.240996948848377,0.08257468319685253,1.240996948848377,0.08257468319685253,1.271718915054214,0.08257468319685253,1.271718915054214,0.08257468319685253,1.348523830568807,0.08257468319685253,1.3648686084768005,0.08257468319685253,1.3802295915797191,0.08257468319685253
0,0.11235646644402761,0.09216589861751154,0.11235646644402761,0.09216589861751154,0.11235646644402761,0.21505376344086025,0.11235646644402761,0.21505376344086025,0.11235646644402761,0.36866359447004615,0.11235646644402761,0.36866359447004615,0.11235646644402761,0.5222734254992321,0.11235646644402761,0.5222734254992321,0.11235646644402761,0.6605222734254994,0.11235646644402761,0.8915227598530269,0.11235646644402761,0.8919067844305998,0.11235646644402761,0.8921617374888097,0.11235646644402761,0.8925457620663826,0.11235646644402761,0.8926509742794163,0.11235646644402761,0.8930349988569892,0.11235646644402761,1.010067804025013,0.11235646644402761,1.010451828602586,0.11235646644402761,1.0259431854075167,0.11235646644402761,1.0413041685104354,0.11235646644402761,1.0413041685104354,0.11235646644402761,1.0873871178191912,0.11235646644402761,1.0873871178191912,0.11235646644402761,1.240996948848377,0.11235646644402761,1.240996948848377,0.11235646644402761,1.271718915054214,0.11235646644402761,1.271718915054214,0.11235646644402761,1.348523830568807,0.11235646644402761,1.3648686084768005,0.11235646644402761,1.3802295915797191,0.11235646644402761
